MAG	Depth_m	Zone	Estimated_Genome_Size	Cluster_Representative	Total_CDS	Total_KOs	Unique_KOs	TKO_Density	UKO_Density	CDS_Density	Quality	Completeness	Contamination	Strain.heterogeneity	Domain	Phylum	Class	Order	Family	Genus	Species	Contigs	Bases	Max	N50	N90	Sample	Count_of_Unique_Defense_Systems	Count_of_Unique_Genes_in_Systems	List_of_Defense_SubSystems_in_Genome	List_of_Unique_Genes_in_Systems	DS_Prevalence_per_Mbp	DS_Gene_Prevalence_per_PEG_Perc	Virus_List	Virus_Regions	Prophage_Count	Prophage_Base_Pairs	Prophage_Perc
Bin_S36.82	2800	Bathypelagic	2836448.84355116	FALSE	2571	1611	1281	57.364277046313	45.6136802584277	91.5478313383431	98.05	99.01	0.32	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantibacter	Aurantibacter aestuarii	14	2808368	933877	282735	118681	MP1411	6	9	Defense_System|Gabija|Gabija,Defense_System|AbiH|AbiH,Defense_System|AVAST|AVAST_III,Defense_System|RM|RM_Type_IV,Defense_System|RM|RM_Type_IIG,Defense_System|CBASS|CBASS_I	Bin_S36.82_01462,Bin_S36.82_00550,Bin_S36.82_02539,Bin_S36.82_02200,Bin_S36.82_00555,Bin_S36.82_00556,Bin_S36.82_02538,Bin_S36.82_02535,Bin_S36.82_00549	2.13647214325188	0.350058343057176	{'MP1411_1_fragment_1', 'MP1411_134_fragment_1'}	['S36CMP1411_Scaffold_134|25127|53745', 'S36CMP1411_Scaffold_1|23930|43119']	2	47807	1.70230539587405
Bin_S36.84	2800	Bathypelagic	3084550.52359581	FALSE	2184	1479	1184	65.209627568814	52.2029743350073	96.2933242801148	71.7	73.53	0.61	66.67	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp900098805	357	2268070	24549	7590	3248	MP1411	3	5	Defense_System|RM|RM_Type_I,Defense_System|SoFIC|SoFic	Bin_S36.84_00461,Bin_S36.84_00462,Bin_S36.84_02067,Bin_S36.84_01867,Bin_S36.84_00456	1.32271049835323	0.228937728937729	set()	[]	0	0	0
Bin_S36.85	2800	Bathypelagic	1396479.37743191	TRUE	937	580	469	64.6428260951944	52.2715266183554	104.431600088271	61.7	64.25	0.85	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	UBA6175		1	897238	897238	897238	0	MP1411	3	4	Defense_System|PsyrTA|PsyrTA,Defense_System|RM|RM_Type_II	Bin_S36.85_00360,Bin_S36.85_00039,Bin_S36.85_00041,Bin_S36.85_00359	3.34359445319971	0.426894343649947	set()	[]	0	0	0
Bin_S36.87	2800	Bathypelagic	1906925.0034785	TRUE	1266	1115	988	81.3567533766701	72.0901097185202	92.374573789116	69.89	71.87	0.66	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	Thioglobus		139	1370507	66797	14148	4057	MP1411	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S36.89	2800	Bathypelagic	1156658.21982895	FALSE	761	459	422	62.8496783575284	57.783364415854	104.201754313898	60.59	63.14	0.85	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	OLB19		1	730314	730314	730314	0	MP1411	2	3	Defense_System|RM|RM_Type_I	Bin_S36.89_00535,Bin_S36.89_00532,Bin_S36.89_00534	2.73854807658076	0.394218134034166	set()	[]	0	0	0
Bin_S36.9	2800	Bathypelagic	3270559.70149254	FALSE	3113	2086	1638	66.1081384632742	51.9104174510274	98.6551462301882	82.44	96.48	4.68	56	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	Alteriqipengyuania bathyomarina	37	3155436	357574	180221	50017	MP1411	8	11	Defense_System|Dsr|Dsr_I,Defense_System|RM|RM_Type_IIG,Defense_System|Druantia|Druantia_I,Defense_System|Septu|Septu,Defense_System|RloC|RloC,Defense_System|Shedu|Shedu,Defense_System|SanaTA|SanaTA	Bin_S36.9_00212,Bin_S36.9_00187,Bin_S36.9_02350,Bin_S36.9_00593,Bin_S36.9_00186,Bin_S36.9_00417,Bin_S36.9_01306,Bin_S36.9_00183,Bin_S36.9_00182,Bin_S36.9_00184,Bin_S36.9_00418	2.5353073236155	0.353356890459364	{'MP1411_170_fragment_1', 'MP1411_41_fragment_2_1', 'MP1411_496'}	['S36CMP1411_Scaffold_41|141900|178947', 'S36CMP1411_Scaffold_496|0|42789', 'S36CMP1411_Scaffold_170|956|15448']	3	94328	2.98938086527504
Bin_S36.90	2800	Bathypelagic	4445121.28837443	TRUE	4210	3068	2118	69.4710508605987	47.9594803529166	95.3302229866755	98.06	99.35	0.43	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	UBA8366	GCA-2696645	GCA-2696645	GCA-2696645 sp002696645	54	4416228	468018	152910	40285	MP1411	8	14	Defense_System|RM|RM_Type_III,Defense_System|RM|RM_Type_I,Defense_System|RloC|RloC,Defense_System|RM|RM_Type_II,Defense_System|AbiU|AbiU,Defense_System|SoFIC|SoFic,Defense_System|Gao_Ape|Gao_Ape,Defense_System|pAgo|pAgo,Defense_System|CBASS|CBASS_I	Bin_S36.90_02567,Bin_S36.90_01917,Bin_S36.90_03062,Bin_S36.90_03949,Bin_S36.90_04040,Bin_S36.90_03940,Bin_S36.90_03063,Bin_S36.90_03944,Bin_S36.90_03948,Bin_S36.90_00443,Bin_S36.90_02568,Bin_S36.90_03769,Bin_S36.90_04239,Bin_S36.90_03945	1.81150067433113	0.332541567695962	{'MP1411_162_fragment_1', 'MP1411_534', 'MP1411_6_fragment_1_1'}	['S36CMP1411_Scaffold_6|24370|36834', 'S36CMP1411_Scaffold_534|0|40285', 'S36CMP1411_Scaffold_162|10373|85553']	3	127929	2.89679337208133
Bin_S36.91	2800	Bathypelagic	1624593.12625487	FALSE	1207	786	711	57.1410708352992	51.6886785800226	87.7471660282521	79.87	84.67	1.6	0	Archaea	Thermoplasmatota	Poseidoniia_A	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum betae	82	1375543	95058	29948	7629	MP1411	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S36.92	2800	Bathypelagic	2698928.27004219	FALSE	1850	1252	963	55.9237899891949	43.0148640252354	82.6349931948967	69.75	82.95	4.4	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	GCA-002701945	GCA-002701945 sp012964215	254	2238761	94371	15565	3370	MP1411	0	0	NA	NA	0	0	{'MP1411_12227'}	['S36CMP1411_Scaffold_12227|0|4227']	1	4227	0.188809792559367
Bin_S36.93	2800	Bathypelagic	2166119.81717271	FALSE	1232	1003	897	75.5860177171214	67.5978642993598	92.8434434970026	58.08	61.26	1.06	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	UBA11654	UBA11654	DTSX01	DTSX01 sp012965065	111	1326965	77031	18803	4461	MP1411	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S36.94	2800	Bathypelagic	4534129.28293889	FALSE	3725	2371	1662	61.5710458715977	43.1594594005042	96.7322420378328	81.69	84.93	1.08	75	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp001627335	466	3850836	62831	10213	3922	MP1411	10	27	Defense_System|Wadjet|Wadjet_I,Defense_System|CBASS|CBASS_II,Defense_System|Dnd|Dnd_ABCDE,Defense_System|RM|RM_Type_I,Defense_System|BREX|BREX_I,Defense_System|Hachiman|Hachiman,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|pAgo|pAgo,Defense_System|Uzume|Uzume	Bin_S36.94_00245,Bin_S36.94_00244,Bin_S36.94_00246,Bin_S36.94_01204,Bin_S36.94_00391,Bin_S36.94_01924,Bin_S36.94_03677,Bin_S36.94_01203,Bin_S36.94_00012,Bin_S36.94_00013,Bin_S36.94_01134,Bin_S36.94_00266,Bin_S36.94_00394,Bin_S36.94_00016,Bin_S36.94_00222,Bin_S36.94_03676,Bin_S36.94_01923,Bin_S36.94_00014,Bin_S36.94_00247,Bin_S36.94_00248,Bin_S36.94_00015,Bin_S36.94_00008,Bin_S36.94_01133,Bin_S36.94_03678,Bin_S36.94_01922,Bin_S36.94_00249,Bin_S36.94_01205	2.59683871242504	0.724832214765101	{'MP1411_333_fragment_2', 'MP1411_24672'}	['S36CMP1411_Scaffold_24672|0|2623', 'S36CMP1411_Scaffold_333|32494|57133']	2	27262	0.707950169781315
Bin_S37.1	865	Mesopelagic	2707034.61401213	FALSE	1919	1448	1241	63.6258658478498	54.5301792245729	84.3218484544363	84.07	84.07	0	0	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305	260	2275804	51404	11670	3963	MP1413	2	1	Defense_System|dGTPase|dGTPase	Bin_S37.1_00127	0.878810301765881	0.0521104742053153	set()	[]	0	0	0
Bin_S37.11	865	Mesopelagic	2391358.07546006	TRUE	2090	1517	1372	65.2171856957259	58.983506113735	89.8509677680074	93.82	97.27	1.15	50	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae			39	2326074	203583	83914	27201	MP1413	8	25	Defense_System|RM|RM_Type_III,Defense_System|RM|RM_Type_I,Defense_System|BREX|BREX_I,Defense_System|AbiJ|AbiJ,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|SoFIC|SoFic,Defense_System|PD-Lambda-1|PD-Lambda-1,Defense_System|Dynamins|Dynamins	Bin_S37.11_00778,Bin_S37.11_00779,Bin_S37.11_00780,Bin_S37.11_00786,Bin_S37.11_01211,Bin_S37.11_00784,Bin_S37.11_01212,Bin_S37.11_01715,Bin_S37.11_00783,Bin_S37.11_01783,Bin_S37.11_00782,Bin_S37.11_00781,Bin_S37.11_01817,Bin_S37.11_00076,Bin_S37.11_00785,Bin_S37.11_01785,Bin_S37.11_01714,Bin_S37.11_01753,Bin_S37.11_00915,Bin_S37.11_00077,Bin_S37.11_00075,Bin_S37.11_01213,Bin_S37.11_01713,Bin_S37.11_01786,Bin_S37.11_00078	3.43927149351224	1.19617224880383	{'MP1413_47_fragment_1_1'}	['S37CMP1413_Scaffold_47|31308|74324']	1	43016	1.84929628206153
Bin_S37.12	865	Mesopelagic	2173496.19978284	FALSE	1222	867	730	72.1853940723053	60.7789361854474	101.742273998105	47.04	55.26	2.74	25	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA9410		267	1201074	19250	4594	2734	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.13	865	Mesopelagic	1980973.34878331	FALSE	1616	957	833	50.889692205103	44.2958344899172	85.9328553850015	86.83	94.93	2.7	25	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	JABDDC01		103	1880538	59201	26792	9290	MP1413	4	16	Defense_System|RM|RM_Type_I,Defense_System|Cas|CAS_Class1-Subtype-I-E,Defense_System|AbiE|AbiE	Bin_S37.13_00596,Bin_S37.13_00601,Bin_S37.13_00499,Bin_S37.13_00747,Bin_S37.13_00602,Bin_S37.13_00493,Bin_S37.13_00603,Bin_S37.13_00494,Bin_S37.13_00496,Bin_S37.13_00500,Bin_S37.13_00597,Bin_S37.13_00748,Bin_S37.13_00497,Bin_S37.13_00604,Bin_S37.13_00495,Bin_S37.13_00498	2.12705087586637	0.99009900990099	{'MP1413_2774'}	['S37CMP1413_Scaffold_2774|0|7675']	1	7675	0.408127886806861
Bin_S37.14	865	Mesopelagic	2876464.43514644	FALSE	2372	1526	1268	65.2857964888563	54.2479619579749	101.479625997095	75.38	81.26	1.96	14.29	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania_A	Alteriqipengyuania_A marina	332	2337415	37056	8201	3696	MP1413	5	14	Defense_System|PrrC|PrrC,Defense_System|RM|RM_Type_I,Defense_System|RM|RM_Type_II,Defense_System|PD-T7-2|PD-T7-2,Defense_System|SspBCDE|SspBCDE	Bin_S37.14_02392,Bin_S37.14_02395,Bin_S37.14_00706,Bin_S37.14_02365,Bin_S37.14_02364,Bin_S37.14_00705,Bin_S37.14_02268,Bin_S37.14_02397,Bin_S37.14_02269,Bin_S37.14_02367,Bin_S37.14_02394,Bin_S37.14_02389,Bin_S37.14_02366,Bin_S37.14_02267	2.13911521916305	0.590219224283305	{'MP1413_1880', 'MP1413_4486', 'MP1413_2503', 'MP1413_2424'}	['S37CMP1413_Scaffold_4486|0|5674', 'S37CMP1413_Scaffold_2503|0|8201', 'S37CMP1413_Scaffold_2424|0|8356', 'S37CMP1413_Scaffold_1880|0|9757']	4	31988	1.36852035261175
Bin_S37.2	865	Mesopelagic	1656278.35579055	TRUE	912	650	578	66.9360585577236	59.5216028405604	93.9164390840676	56.08	58.63	0.85	100	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	UBA8687		229	971076	12797	4427	2762	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.20	865	Mesopelagic	2671124.08553742	FALSE	1788	1390	1067	73.2104906946306	56.198268756238	94.1729189654673	64.42	71.08	2.22	20	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA11889	UBA11889 sp002313255	264	1898635	53840	9271	3393	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.23	865	Mesopelagic	4455742.19889181	TRUE	2732	1453	1153	47.5497325041201	37.732169013937	89.405278183934	63.06	68.58	1.84	60	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubrivirga		620	3055748	21356	5260	3017	MP1413	4	7	Defense_System|RM|RM_Type_I,Defense_System|SoFIC|SoFic,Defense_System|Shedu|Shedu	Bin_S37.23_01080,Bin_S37.23_00635,Bin_S37.23_00916,Bin_S37.23_01237,Bin_S37.23_00915,Bin_S37.23_01236,Bin_S37.23_00917	1.30900846535775	0.256222547584187	{'MP1413_3137', 'MP1413_3836', 'MP1413_9319'}	['S37CMP1413_Scaffold_3137|0|7109', 'S37CMP1413_Scaffold_9319|0|3689', 'S37CMP1413_Scaffold_3836|0|6282']	3	17080	0.558946614707757
Bin_S37.25	865	Mesopelagic	1118430.41079093	FALSE	1148	633	563	69.4018068590475	61.7270414875888	125.866152091922	70.39	81.55	3.72	33.33	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp902514095	151	912080	22908	7158	3241	MP1413	2	1	Defense_System|AbiU|AbiU	Bin_S37.25_00129	2.19279010613104	0.0871080139372822	set()	[]	0	0	0
Bin_S37.26	865	Mesopelagic	1902479.61131355	FALSE	945	571	526	52.0795805176765	47.975235292991	86.1912497183963	57.63	57.63	0	0	Archaea	Thermoplasmatota	Poseidoniia_A	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp002507125	92	1096399	51985	19290	4877	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.28	865	Mesopelagic	2960347.17138973	TRUE	2602	2190	1524	77.3583705995804	53.8329483076532	91.911634840232	90.14	95.63	1.83	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Arenicellales	UBA868	REDSEA-S09-B13	REDSEA-S09-B13 sp002456995	259	2830980	77747	16744	4564	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.29	865	Mesopelagic	5417632.45534363	FALSE	5109	3393	2089	63.2039896191219	38.9133906025186	95.169225748333	95.4	99.09	1.23	16.67	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus_B	Rhodococcus_B sp001942265	80	5368332	392818	125239	35251	MP1413	10	27	Defense_System|CBASS|CBASS_II,Defense_System|RM|RM_Type_IIG,Defense_System|Wadjet|Wadjet_II,Defense_System|RloC|RloC,Defense_System|RM|RM_Type_II,Defense_System|Cas|CAS_Class1-Subtype-IV-B,Defense_System|AbiJ|AbiJ,Defense_System|SoFIC|SoFic,Defense_System|CBASS|CBASS_I,Defense_System|AbiE|AbiE,Defense_System|Cas|CAS_Class1-Subtype-III-D,Defense_System|AbiD|AbiD	Bin_S37.29_04176,Bin_S37.29_04849,Bin_S37.29_05122,Bin_S37.29_04177,Bin_S37.29_04575,Bin_S37.29_04180,Bin_S37.29_00197,Bin_S37.29_04178,Bin_S37.29_04185,Bin_S37.29_00201,Bin_S37.29_04175,Bin_S37.29_03034,Bin_S37.29_04680,Bin_S37.29_00243,Bin_S37.29_00202,Bin_S37.29_04370,Bin_S37.29_05121,Bin_S37.29_04186,Bin_S37.29_02051,Bin_S37.29_04848,Bin_S37.29_03033,Bin_S37.29_00241,Bin_S37.29_00239,Bin_S37.29_02050,Bin_S37.29_00242,Bin_S37.29_02052,Bin_S37.29_02053	1.86277599820577	0.528479154433353	{'MP1413_14_fragment_3', 'MP1413_3_fragment_1'}	['S37CMP1413_Scaffold_3|41153|48296', 'S37CMP1413_Scaffold_14|163782|180221']	2	23582	0.439279835896886
Bin_S37.30	865	Mesopelagic	2101188.46617695	FALSE	1732	1221	1011	63.7100872739492	52.7525784061938	90.373358852154	84.61	91.21	2.2	50	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	153	1916494	61952	21878	5026	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.32	865	Mesopelagic	3237693.86235507	FALSE	3017	1983	1580	65.1497689039463	51.9095485971937	99.1209545048946	92.9	94.01	0.37	66.67	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	Alteriqipengyuania bathyomarina	104	3043756	202135	45340	15545	MP1413	7	14	Defense_System|Dsr|Dsr_I,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_I,Defense_System|Druantia|Druantia_I,Defense_System|Septu|Septu,Defense_System|Shedu|Shedu,Defense_System|SanaTA|SanaTA	Bin_S37.32_03058,Bin_S37.32_00253,Bin_S37.32_03060,Bin_S37.32_00106,Bin_S37.32_00080,Bin_S37.32_00108,Bin_S37.32_03006,Bin_S37.32_00109,Bin_S37.32_00677,Bin_S37.32_03057,Bin_S37.32_00254,Bin_S37.32_00105,Bin_S37.32_01981,Bin_S37.32_00110	2.29979012772377	0.464037122969838	{'MP1413_245', 'MP1413_51_fragment_2_1'}	['S37CMP1413_Scaffold_51|26529|63576', 'S37CMP1413_Scaffold_245|0|42789']	2	79836	2.62294349481364
Bin_S37.33	865	Mesopelagic	2918979.88069963	FALSE	2762	1937	1613	67.0900811627193	55.8679922124244	95.6648446935625	97.89	98.91	0.34	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingopyxis	Novosphingopyxis baekryungensis	50	2887163	199003	88654	41353	MP1413	5	6	Defense_System|RM|RM_Type_IIG,Defense_System|CBASS|CBASS_II,Defense_System|AbiD|AbiD,Defense_System|Retron|Retron_XI	Bin_S37.33_02611,Bin_S37.33_02128,Bin_S37.33_01056,Bin_S37.33_02610,Bin_S37.33_02612,Bin_S37.33_02497	1.73180385035414	0.217233888486604	{'MP1413_32_fragment_3', 'MP1413_68_fragment_1_1', 'MP1413_583_fragment_1_1', 'MP1413_87_fragment_1'}	['S37CMP1413_Scaffold_68|65561|96447', 'S37CMP1413_Scaffold_583|13592|19735', 'S37CMP1413_Scaffold_32|126048|139729', 'S37CMP1413_Scaffold_87|16874|50709']	4	84545	2.92830713056381
Bin_S37.34	865	Mesopelagic	3269515.34526854	TRUE	2208	1630	1310	63.7525369011808	51.2367014359183	86.3592647103112	75.62	78.2	0.86	20	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp002694855	214	2556761	64581	18608	4813	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.40	865	Mesopelagic	1403253.55272999	FALSE	865	498	452	66.3592996295605	60.2297257681955	115.262638914799	53.48	53.48	0	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus		137	750460	37566	6488	2827	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.41	865	Mesopelagic	1148997.46594869	FALSE	757	460	423	63.4065587192978	58.3064659527456	104.345141196757	60.59	63.14	0.85	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	OLB19		3	725477	376214	376214	162901	MP1413	2	3	Defense_System|RM|RM_Type_I	Bin_S37.41_00354,Bin_S37.41_00357,Bin_S37.41_00356	2.75680690083903	0.396301188903567	set()	[]	0	0	0
Bin_S37.42	865	Mesopelagic	3469984.75609756	FALSE	3278	2518	1961	73.74508158672	57.4321306559007	96.0033270219493	98.4	98.4	0	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter pontiacus	61	3414465	294280	128651	27286	MP1413	5	7	Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|NLR|NLR_like_bNACHT01,Defense_System|Gabija|Gabija,Defense_System|PD-T7-2|PD-T7-2	Bin_S37.42_01785,Bin_S37.42_01784,Bin_S37.42_01883,Bin_S37.42_01106,Bin_S37.42_01884,Bin_S37.42_01107,Bin_S37.42_01668	1.46435825231771	0.213544844417328	set()	[]	0	0	0
Bin_S37.46	865	Mesopelagic	3422842.80482843	FALSE	2628	1640	1278	64.9849306285866	50.6406959410571	104.13438883654	66.56	73.73	2.39	77.78	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A sp002895025	462	2523662	21366	6198	2998	MP1413	0	0	NA	NA	0	0	{'MP1413_16110', 'MP1413_3404', 'MP1413_6050'}	['S37CMP1413_Scaffold_3404|0|6755', 'S37CMP1413_Scaffold_6050|0|4738', 'S37CMP1413_Scaffold_16110|0|2688']	3	14181	0.561921525148772
Bin_S37.49	865	Mesopelagic	2100103.48226018	FALSE	1230	972	845	76.0240367355654	66.0908549810214	96.2032563629068	56.98	60.88	1.3	18.18	Bacteria	Gammaproteobacteria	Gammaproteobacteria	SAR86	SAR86	AEGEAN-183	AEGEAN-183 sp012965075	142	1278543	54047	15257	3279	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.54	865	Mesopelagic	2938057.97845049	FALSE	2007	1175	896	51.2986190848326	39.1179257021362	87.6224072368163	77.96	77.96	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1096	UBA1096		389	2290510	28789	6459	3315	MP1413	2	2	Defense_System|Mokosh|Mokosh_TypeI	Bin_S37.54_01085,Bin_S37.54_01084	0.873167984422683	0.0996512207274539	set()	[]	0	0	0
Bin_S37.55	865	Mesopelagic	1098595.91412742	FALSE	602	397	368	62.5641203437402	57.9939453060363	94.8705300930267	57.76	57.76	0	0	Archaea	Thermoplasmatota	Poseidoniia_B	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp002506485	110	634549	16809	6670	3084	MP1413	2	1	Defense_System|RM|RM_Type_IV	Bin_S37.55_00465	3.15184485358893	0.166112956810631	set()	[]	0	0	0
Bin_S37.58	865	Mesopelagic	5090307	FALSE	4661	3234	2269	63.5325138542724	44.5749146367793	91.5661864795188	95.98	100	1.34	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Fulvimarina		51	5090307	827084	207905	53595	MP1413	6	20	Defense_System|Gabija|Gabija,Defense_System|RM|RM_Type_II,Defense_System|Cas|CAS_Class1-Subtype-I-C,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|PD-Lambda-1|PD-Lambda-1	Bin_S37.58_00908,Bin_S37.58_03884,Bin_S37.58_00912,Bin_S37.58_04696,Bin_S37.58_00605,Bin_S37.58_03325,Bin_S37.58_00603,Bin_S37.58_00906,Bin_S37.58_00600,Bin_S37.58_01437,Bin_S37.58_03000,Bin_S37.58_00601,Bin_S37.58_00602,Bin_S37.58_03885,Bin_S37.58_00607,Bin_S37.58_03327,Bin_S37.58_02999,Bin_S37.58_01432,Bin_S37.58_00604,Bin_S37.58_03328	1.17871083217574	0.429092469427162	{'MP1413_1_fragment_1', 'MP1413_29_fragment_1_1', 'MP1413_2_fragment_3', 'MP1413_1_fragment_6_1', 'MP1413_2_fragment_7'}	['S37CMP1413_Scaffold_1|502206|560518', 'S37CMP1413_Scaffold_29|9155|68830', 'S37CMP1413_Scaffold_1|6498|21252', 'S37CMP1413_Scaffold_2|331820|390506', 'S37CMP1413_Scaffold_2|126867|163112']	5	227672	4.47265754305192
Bin_S37.6	865	Mesopelagic	2106439.87689602	TRUE	1881	1467	1138	76.5482230324054	59.3809664695824	98.1507890415505	84.56	90.98	2.14	0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA9410		180	1916439	56955	15104	4762	MP1413	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S37.61	865	Mesopelagic	3101394.43081191	FALSE	2862	1936	1533	66.5993105457738	52.735921005512	98.454146065085	83.29	93.73	3.48	42.86	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	Alteriqipengyuania sp002729695	154	2906937	106099	28567	9076	MP1413	2	2	Defense_System|RM|RM_Type_IIG	Bin_S37.61_00084,Bin_S37.61_01083	0.688009406464605	0.0698812019566736	{'MP1413_128_fragment_2', 'MP1413_1373', 'MP1413_171_fragment_2_1'}	['S37CMP1413_Scaffold_171|50466|51494', 'S37CMP1413_Scaffold_128|49702|63110', 'S37CMP1413_Scaffold_1373|0|12204']	3	26640	0.916428529410854
Bin_S37.66	865	Mesopelagic	4608636.15455382	FALSE	4014	2783	1900	69.4418452617107	47.4090930640497	100.157947136366	79.82	86.96	2.38	26.67	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola		481	4007670	60720	10547	4010	MP1413	8	17	Defense_System|RM|RM_Type_IV,Defense_System|Gao_Qat|Gao_Qat,Defense_System|RM|RM_Type_II,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|PD-T7-2|PD-T7-2,Defense_System|PD-Lambda-1|PD-Lambda-1,Defense_System|AbiE|AbiE,Defense_System|DRT|DRT_5	Bin_S37.66_04012,Bin_S37.66_04013,Bin_S37.66_00182,Bin_S37.66_00184,Bin_S37.66_01759,Bin_S37.66_03763,Bin_S37.66_04047,Bin_S37.66_01761,Bin_S37.66_04046,Bin_S37.66_01756,Bin_S37.66_01757,Bin_S37.66_01760,Bin_S37.66_03806,Bin_S37.66_01758,Bin_S37.66_02201,Bin_S37.66_03758,Bin_S37.66_00183	1.99617233953893	0.423517688091679	{'MP1413_12966_1', 'MP1413_4000', 'MP1413_5598', 'MP1413_10552', 'MP1413_5533', 'MP1413_1004_1'}	['S37CMP1413_Scaffold_1004|0|11322', 'S37CMP1413_Scaffold_12966|950|3045', 'S37CMP1413_Scaffold_5533|0|5001', 'S37CMP1413_Scaffold_5598|0|4969', 'S37CMP1413_Scaffold_4000|0|6118', 'S37CMP1413_Scaffold_10552|0|3428']	6	32933	0.821749295725447
